,Open Price,High Price,Low Price,Last Price,Intra day range ,overnight,Volume,Volatility 30 Day,Price Change 1 Day Percent
Dates,PX_OPEN,PX_HIGH,PX_LOW,PX_LAST,Intra day range ,overnight,PX_VOLUME,VOLATILITY_30D,CHG_PCT_1D
3/21/1929,25.9,25.9,25.9,25.9,0,0,#N/A N/A,18.55,-1.32
3/22/1929,25.55,25.55,25.55,25.55,0,0,#N/A N/A,18.6,-0.67
3/25/1929,24.51,24.51,24.51,24.51,0,0,#N/A N/A,19.16,-1.58
3/26/1929,24.35,24.35,24.35,24.35,0,0,#N/A N/A,18.64,0.92
3/27/1929,25.09,25.09,25.09,25.09,0,0,#N/A N/A,18.69,0.64
3/28/1929,25.53,25.53,25.53,25.53,0,0,#N/A N/A,19.21,-1.42
4/1/1929,24.88,24.88,24.88,24.88,0,0,#N/A N/A,19.17,0.08
4/2/1929,25.17,25.17,25.17,25.17,0,0,#N/A N/A,19.13,1.08
4/3/1929,24.86,24.86,24.86,24.86,0,0,#N/A N/A,20.07,1.94
4/4/1929,25.3,25.3,25.3,25.3,0,0,#N/A N/A,20.35,1.36
4/5/1929,25.05,25.05,25.05,25.05,0,0,#N/A N/A,20.35,-0.15
4/8/1929,24.83,24.83,24.83,24.83,0,0,#N/A N/A,20.16,-0.04
4/9/1929,24.63,24.63,24.63,24.63,0,0,#N/A N/A,17.37,-0.04
4/10/1929,24.78,24.78,24.78,24.78,0,0,#N/A N/A,17,-0.46
4/11/1929,25.06,25.06,25.06,25.06,0,0,#N/A N/A,16.45,-1.35
4/12/1929,25.15,25.15,25.15,25.15,0,0,#N/A N/A,21.06,-4.07
4/15/1929,25,25,25,25,0,0,#N/A N/A,20.75,-0.65
4/16/1929,25.06,25.06,25.06,25.06,0,0,#N/A N/A,22.74,3.04
4/17/1929,25.32,25.32,25.32,25.32,0,0,#N/A N/A,22.34,1.75
4/18/1929,25.43,25.43,25.43,25.43,0,0,#N/A N/A,22.76,#N/A N/A
4/19/1929,25.41,25.41,25.41,25.41,0,0,#N/A N/A,24.31,-2.55
4/22/1929,25.7,25.7,25.7,25.7,0,0,#N/A N/A,24.42,1.17
4/23/1929,25.85,25.85,25.85,25.85,0,0,#N/A N/A,24.53,-1.23
4/24/1929,25.75,25.75,25.75,25.75,0,0,#N/A N/A,25.13,1.77
4/25/1929,25.63,25.63,25.63,25.63,0,0,#N/A N/A,24.86,-0.99
4/26/1929,25.58,25.58,25.58,25.58,0,0,#N/A N/A,25.01,-0.88
4/29/1929,25.53,25.53,25.53,25.53,0,0,#N/A N/A,24.82,-0.81
4/30/1929,25.94,25.94,25.94,25.94,0,0,#N/A N/A,24.51,0.61
5/1/1929,25.99,25.99,25.99,25.99,0,0,#N/A N/A,24.6,1.13
5/2/1929,26.11,26.11,26.11,26.11,0,0,#N/A N/A,24.33,0.36
5/3/1929,26.37,26.37,26.37,26.37,0,0,#N/A N/A,24.31,-0.6
5/6/1929,26.32,26.32,26.32,26.32,0,0,#N/A N/A,23.83,0.24
5/7/1929,26.07,26.07,26.07,26.07,0,0,#N/A N/A,23.87,1.04
5/8/1929,26.18,26.18,26.18,26.18,0,0,#N/A N/A,23.83,0.43
5/9/1929,26.02,26.02,26.02,26.02,0,0,#N/A N/A,23.39,-0.08
5/10/1929,26.34,26.34,26.34,26.34,0,0,#N/A N/A,23.61,1.14
5/13/1929,25.64,25.64,25.64,25.64,0,0,#N/A N/A,23.47,0.58
5/14/1929,25.95,25.95,25.95,25.95,0,0,#N/A N/A,22.77,-0.39
5/15/1929,25.84,25.84,25.84,25.84,0,0,#N/A N/A,22.4,-0.47
5/16/1929,25.97,25.97,25.97,25.97,0,0,#N/A N/A,22.41,-0.2
5/17/1929,26.09,26.09,26.09,26.09,0,0,#N/A N/A,22.41,-0.2
5/20/1929,25.39,25.39,25.39,25.39,0,0,#N/A N/A,22.97,1.61
5/21/1929,25.7,25.7,25.7,25.7,0,0,#N/A N/A,22.94,0.19
5/22/1929,24.76,24.76,24.76,24.76,0,0,#N/A N/A,22.56,0.46
5/23/1929,25.31,25.31,25.31,25.31,0,0,#N/A N/A,18.31,1
5/24/1929,25.12,25.12,25.12,25.12,0,0,#N/A N/A,18.14,-0.19
5/27/1929,24.2,24.2,24.2,24.2,0,0,#N/A N/A,16.35,-0.95
5/28/1929,24.59,24.59,24.59,24.59,0,0,#N/A N/A,15.58,0.42
5/29/1929,24.62,24.62,24.62,24.62,0,0,#N/A N/A,13.32,-0.61
5/31/1929,24.83,24.83,24.83,24.83,0,0,#N/A N/A,13.46,1.23
6/3/1929,25.27,25.27,25.27,25.27,0,0,#N/A N/A,15.67,-2.66
6/4/1929,25.64,25.64,25.64,25.64,0,0,#N/A N/A,15.49,1.21
6/5/1929,25.59,25.59,25.59,25.59,0,0,#N/A N/A,14.74,-0.42
6/6/1929,25.64,25.64,25.64,25.64,0,0,#N/A N/A,14.42,0.5
6/7/1929,25.53,25.53,25.53,25.53,0,0,#N/A N/A,14.1,0.46
6/10/1929,25.27,25.27,25.27,25.27,0,0,#N/A N/A,16.32,-2.68
6/11/1929,25.43,25.43,25.43,25.43,0,0,#N/A N/A,16.59,1.22
6/12/1929,25.45,25.45,25.45,25.45,0,0,#N/A N/A,19.91,-3.66
6/13/1929,25.84,25.84,25.84,25.84,0,0,#N/A N/A,20.98,2.22
6/14/1929,25.93,25.93,25.93,25.93,0,0,#N/A N/A,21.03,-0.75
6/17/1929,26.41,26.41,26.41,26.41,0,0,#N/A N/A,23.82,-3.66
6/18/1929,26.42,26.42,26.42,26.42,0,0,#N/A N/A,24.13,1.61
6/19/1929,26.32,26.32,26.32,26.32,0,0,#N/A N/A,24.08,0.12
6/20/1929,26.47,26.47,26.47,26.47,0,0,#N/A N/A,24.53,#N/A N/A
6/21/1929,26.62,26.62,26.62,26.62,0,0,#N/A N/A,24.4,0.85
6/24/1929,26.62,26.62,26.62,26.62,0,0,#N/A N/A,24.98,1.77
6/25/1929,26.9,26.9,26.9,26.9,0,0,#N/A N/A,25.39,1.46
6/26/1929,27.06,27.06,27.06,27.06,0,0,#N/A N/A,25.36,-0.2
6/27/1929,27.11,27.11,27.11,27.11,0,0,#N/A N/A,25.36,0.2
6/28/1929,27.41,27.41,27.41,27.41,0,0,#N/A N/A,25.39,-0.43
7/1/1929,27.77,27.77,27.77,27.77,0,0,#N/A N/A,25.06,-1.02
7/2/1929,28.06,28.06,28.06,28.06,0,0,#N/A N/A,25.14,0.63
7/3/1929,28.18,28.18,28.18,28.18,0,0,#N/A N/A,25.09,0.08
7/5/1929,28.32,28.32,28.32,28.32,0,0,#N/A N/A,25.36,1.53
7/8/1929,28.37,28.37,28.37,28.37,0,0,#N/A N/A,25.39,0.35
7/9/1929,28.28,28.28,28.28,28.28,0,0,#N/A N/A,25.85,1.85
7/10/1929,28.2,28.2,28.2,28.2,0,0,#N/A N/A,25.82,0.04
7/11/1929,28.26,28.26,28.26,28.26,0,0,#N/A N/A,25.78,-0.38
7/12/1929,28.57,28.57,28.57,28.57,0,0,#N/A N/A,25.57,0.57
7/15/1929,28.45,28.45,28.45,28.45,0,0,#N/A N/A,24.13,0.57
7/16/1929,28.65,28.65,28.65,28.65,0,0,#N/A N/A,23.89,0
7/17/1929,28.72,28.72,28.72,28.72,0,0,#N/A N/A,24.01,1.05
7/18/1929,28.66,28.66,28.66,28.66,0,0,#N/A N/A,24.02,0.59
7/19/1929,28.76,28.76,28.76,28.76,0,0,#N/A N/A,24,0.18
7/22/1929,28.43,28.43,28.43,28.43,0,0,#N/A N/A,22.39,1.11
7/23/1929,28.83,28.83,28.83,28.83,0,0,#N/A N/A,22.43,1.31
7/24/1929,28.64,28.64,28.64,28.64,0,0,#N/A N/A,18.62,1.04
7/25/1929,28.77,28.77,28.77,28.77,0,0,#N/A N/A,17.78,0.43
7/26/1929,28.66,28.66,28.66,28.66,0,0,#N/A N/A,17.74,#N/A N/A
7/29/1929,28.18,28.18,28.18,28.18,0,0,#N/A N/A,11.63,0.5
7/30/1929,28.5,28.5,28.5,28.5,0,0,#N/A N/A,11.22,0.18
7/31/1929,28.88,28.88,28.88,28.88,0,0,#N/A N/A,11.46,-0.32
8/1/1929,29.08,29.08,29.08,29.08,0,0,#N/A N/A,11.67,-0.28
8/2/1929,29.56,29.56,29.56,29.56,0,0,#N/A N/A,11.48,0.21
8/5/1929,29.54,29.54,29.54,29.54,0,0,#N/A N/A,10.92,1.1
8/6/1929,29.43,29.43,29.43,29.43,0,0,#N/A N/A,10.73,-0.42
8/7/1929,29.13,29.13,29.13,29.13,0,0,#N/A N/A,10.62,0.7
8/8/1929,29.47,29.47,29.47,29.47,0,0,#N/A N/A,10.62,0.24
8/9/1929,28.38,28.38,28.38,28.38,0,0,#N/A N/A,10.47,-0.21
8/12/1929,29.27,29.27,29.27,29.27,0,0,#N/A N/A,9.44,0.35
8/13/1929,29.53,29.53,29.53,29.53,0,0,#N/A N/A,10.63,-1.15
8/14/1929,29.62,29.62,29.62,29.62,0,0,#N/A N/A,11,1.41
8/15/1929,29.67,29.67,29.67,29.67,0,0,#N/A N/A,10.95,-0.66
8/16/1929,30.22,30.22,30.22,30.22,0,0,#N/A N/A,10.95,0.45
8/19/1929,30.5,30.5,30.5,30.5,0,0,#N/A N/A,10.16,-0.38
8/20/1929,30.68,30.68,30.68,30.68,0,0,#N/A N/A,11.8,-1.67
8/21/1929,30.55,30.55,30.55,30.55,0,0,#N/A N/A,11.95,1.14
8/22/1929,30.79,30.79,30.79,30.79,0,0,#N/A N/A,12.34,1.33
8/23/1929,31.09,31.09,31.09,31.09,0,0,#N/A N/A,12.37,0.69
8/26/1929,31.07,31.07,31.07,31.07,0,0,#N/A N/A,12.96,1.65
8/27/1929,31.05,31.05,31.05,31.05,0,0,#N/A N/A,12.84,-0.07
8/28/1929,30.99,30.99,30.99,30.99,0,0,#N/A N/A,12.99,-0.37
8/29/1929,31.29,31.29,31.29,31.29,0,0,#N/A N/A,13.61,-1.02
8/30/1929,31.71,31.71,31.71,31.71,0,0,#N/A N/A,13.64,1.17
9/3/1929,31.82,31.82,31.82,31.82,0,0,#N/A N/A,17.97,-3.7
9/4/1929,31.72,31.72,31.72,31.72,0,0,#N/A N/A,20,3.14
9/5/1929,31.02,31.02,31.02,31.02,0,0,#N/A N/A,20.11,0.89
9/6/1929,31.83,31.83,31.83,31.83,0,0,#N/A N/A,20.08,0.3
9/9/1929,31.67,31.67,31.67,31.67,0,0,#N/A N/A,19.72,0.17
9/10/1929,31.1,31.1,31.1,31.1,0,0,#N/A N/A,20.35,1.85
9/11/1929,31.53,31.53,31.53,31.53,0,0,#N/A N/A,20.39,0.93
9/12/1929,31.17,31.17,31.17,31.17,0,0,#N/A N/A,20.34,0.59
9/13/1929,31.38,31.38,31.38,31.38,0,0,#N/A N/A,20.45,-0.42
9/16/1929,31.86,31.86,31.86,31.86,0,0,#N/A N/A,20.35,0.79
9/17/1929,31.6,31.6,31.6,31.6,0,0,#N/A N/A,20.35,0.97
9/18/1929,31.68,31.68,31.68,31.68,0,0,#N/A N/A,20.34,-0.06
9/19/1929,31.73,31.73,31.73,31.73,0,0,#N/A N/A,20.37,-0.06
9/20/1929,31.39,31.39,31.39,31.39,0,0,#N/A N/A,20.36,-0.19
9/23/1929,31.38,31.38,31.38,31.38,0,0,#N/A N/A,20.47,0.97
9/24/1929,30.8,30.8,30.8,30.8,0,0,#N/A N/A,20.19,1.34
9/25/1929,30.85,30.85,30.85,30.85,0,0,#N/A N/A,20.31,#N/A N/A
9/26/1929,31.13,31.13,31.13,31.13,0,0,#N/A N/A,20.06,0.35
9/27/1929,30.27,30.27,30.27,30.27,0,0,#N/A N/A,20.17,-0.31
9/30/1929,30.16,30.16,30.16,30.16,0,0,#N/A N/A,21.55,-2.21
10/1/1929,29.98,29.98,29.98,29.98,0,0,#N/A N/A,21.72,2.61
10/2/1929,30.2,30.2,30.2,30.2,0,0,#N/A N/A,21.78,-0.5
10/3/1929,28.95,28.95,28.95,28.95,0,0,#N/A N/A,22.56,-1.8
10/4/1929,28.65,28.65,28.65,28.65,0,0,#N/A N/A,22.77,1.38
10/7/1929,30.44,30.44,30.44,30.44,0,0,#N/A N/A,22.77,-1.14
10/8/1929,30.34,30.34,30.34,30.34,0,0,#N/A N/A,22.8,0.67
10/9/1929,30.27,30.27,30.27,30.27,0,0,#N/A N/A,23.06,1.53
10/10/1929,30.81,30.81,30.81,30.81,0,0,#N/A N/A,22.95,-0.82
10/11/1929,30.76,30.76,30.76,30.76,0,0,#N/A N/A,22.79,0.25
10/14/1929,30.55,30.55,30.55,30.55,0,0,#N/A N/A,18.92,0.16
10/15/1929,30.3,30.3,30.3,30.3,0,0,#N/A N/A,17.41,-1.07
10/16/1929,29.24,29.24,29.24,29.24,0,0,#N/A N/A,17.32,-0.03
10/17/1929,29.69,29.69,29.69,29.69,0,0,#N/A N/A,18.44,-1.85
10/18/1929,28.84,28.84,28.84,28.84,0,0,#N/A N/A,18.44,0.16
10/21/1929,27.73,27.73,27.73,27.73,0,0,#N/A N/A,17.82,0.91
10/22/1929,28.27,28.27,28.27,28.27,0,0,#N/A N/A,19.69,-2.76
10/23/1929,26.6,26.6,26.6,26.6,0,0,#N/A N/A,19.62,-0.36
10/24/1929,25.75,25.75,25.75,25.75,0,0,#N/A N/A,19.65,-0.6
10/25/1929,26.12,26.12,26.12,26.12,0,0,#N/A N/A,19.63,0.73
10/28/1929,22.74,22.74,22.74,22.74,0,0,#N/A N/A,23.07,-4.14
10/29/1929,20.43,20.43,20.43,20.43,0,0,#N/A N/A,23.19,-1.04
10/30/1929,22.99,22.99,22.99,22.99,0,0,#N/A N/A,30.21,6.25
10/31/1929,24.15,24.15,24.15,24.15,0,0,#N/A N/A,30.22,-0.33
11/4/1929,22.88,22.88,22.88,22.88,0,0,#N/A N/A,30.04,-0.23
11/6/1929,20.61,20.61,20.61,20.61,0,0,#N/A N/A,30.27,1.78
11/7/1929,21.37,21.37,21.37,21.37,0,0,#N/A N/A,30.24,-0.16
11/8/1929,21.18,21.18,21.18,21.18,0,0,#N/A N/A,29.74,-0.68
11/11/1929,19.86,19.86,19.86,19.86,0,0,#N/A N/A,29.81,-0.82
11/12/1929,18.73,18.73,18.73,18.73,0,0,#N/A N/A,30.91,-3.5
11/13/1929,17.66,17.66,17.66,17.66,0,0,#N/A N/A,30.18,1.54
11/14/1929,19.24,19.24,19.24,19.24,0,0,#N/A N/A,31.22,-2.86
11/15/1929,20.3,20.3,20.3,20.3,0,0,#N/A N/A,32.75,-3.85
11/18/1929,20.09,20.09,20.09,20.09,0,0,#N/A N/A,33.07,1.95
11/19/1929,20.7,20.7,20.7,20.7,0,0,#N/A N/A,37.2,-5.91
11/20/1929,21.27,21.27,21.27,21.27,0,0,#N/A N/A,37.85,-3.2
11/21/1929,21.61,21.61,21.61,21.61,0,0,#N/A N/A,37.8,1.44
11/22/1929,21.53,21.53,21.53,21.53,0,0,#N/A N/A,54.64,-12.94
11/25/1929,21.28,21.28,21.28,21.28,0,0,#N/A N/A,61.49,-10.16
11/26/1929,20.66,20.66,20.66,20.66,0,0,#N/A N/A,73.2,12.53
11/27/1929,20.92,20.92,20.92,20.92,0,0,#N/A N/A,75.4,5.05
12/2/1929,20.95,20.95,20.95,20.95,0,0,#N/A N/A,76.73,#N/A N/A
12/3/1929,21.65,21.65,21.65,21.65,0,0,#N/A N/A,77.9,-5.26
12/4/1929,22.05,22.05,22.05,22.05,0,0,#N/A N/A,79.28,#N/A N/A
12/5/1929,21.87,21.87,21.87,21.87,0,0,#N/A N/A,84.08,-9.92
12/6/1929,22.45,22.45,22.45,22.45,0,0,#N/A N/A,85.46,3.69
12/9/1929,22.4,22.4,22.4,22.4,0,0,#N/A N/A,85.42,-0.89
12/10/1929,22.57,22.57,22.57,22.57,0,0,#N/A N/A,86.84,-6.23
12/11/1929,22.38,22.38,22.38,22.38,0,0,#N/A N/A,87.53,-5.69
12/12/1929,21.17,21.17,21.17,21.17,0,0,#N/A N/A,88.15,-5.71
12/13/1929,21.7,21.7,21.7,21.7,0,0,#N/A N/A,93.87,8.95
12/16/1929,21.33,21.33,21.33,21.33,0,0,#N/A N/A,93.33,5.51
12/17/1929,21.56,21.56,21.56,21.56,0,0,#N/A N/A,93.27,-1.03
12/18/1929,21.42,21.42,21.42,21.42,0,0,#N/A N/A,94.25,3.04
12/19/1929,20.85,20.85,20.85,20.85,0,0,#N/A N/A,94.61,2.75
12/20/1929,20.16,20.16,20.16,20.16,0,0,#N/A N/A,94.99,1.6
12/23/1929,20.26,20.26,20.26,20.26,0,0,#N/A N/A,95.02,-0.37
12/24/1929,20.39,20.39,20.39,20.39,0,0,#N/A N/A,95,-1.16
12/26/1929,20.84,20.84,20.84,20.84,0,0,#N/A N/A,94.88,-2.91
12/27/1929,20.82,20.82,20.82,20.82,0,0,#N/A N/A,94.8,1.26
12/30/1929,20.89,20.89,20.89,20.89,0,0,#N/A N/A,96.53,#N/A N/A
12/31/1929,21.45,21.45,21.45,21.45,0,0,#N/A N/A,98.11,#N/A N/A
1/2/1930,21.18,21.18,21.18,21.18,0,0,#N/A N/A,97.68,0.14
1/3/1930,21.23,21.23,21.23,21.23,0,0,#N/A N/A,97.27,3.34
1/6/1930,21.5,21.5,21.5,21.5,0,0,#N/A N/A,97.28,1.85
1/7/1930,21.31,21.31,21.31,21.31,0,0,#N/A N/A,97.03,-0.82
1/8/1930,21.29,21.29,21.29,21.29,0,0,#N/A N/A,86.86,2.65
1/9/1930,21.62,21.62,21.62,21.62,0,0,#N/A N/A,79.16,-0.22
1/10/1930,21.55,21.55,21.55,21.55,0,0,#N/A N/A,69.27,0.76
1/13/1930,21.52,21.52,21.52,21.52,0,0,#N/A N/A,67.23,-0.84
1/14/1930,21.56,21.56,21.56,21.56,0,0,#N/A N/A,67.36,-5.41
1/15/1930,21.65,21.65,21.65,21.65,0,0,#N/A N/A,66.58,2.5
1/16/1930,21.5,21.5,21.5,21.5,0,0,#N/A N/A,57.75,-1.71
1/17/1930,21.31,21.31,21.31,21.31,0,0,#N/A N/A,56.71,1.08
1/20/1930,21.5,21.5,21.5,21.5,0,0,#N/A N/A,55.64,-0.65
1/21/1930,21.61,21.61,21.61,21.61,0,0,#N/A N/A,56.21,-2.66
1/22/1930,21.63,21.63,21.63,21.63,0,0,#N/A N/A,53.47,-3.31
1/23/1930,21.84,21.84,21.84,21.84,0,0,#N/A N/A,49.97,0.5
1/24/1930,22.04,22.04,22.04,22.04,0,0,#N/A N/A,45.84,0.64
1/27/1930,22.21,22.21,22.21,22.21,0,0,#N/A N/A,38.57,#N/A N/A
1/28/1930,22.1,22.1,22.1,22.1,0,0,#N/A N/A,35.34,2.21
1/29/1930,22.35,22.35,22.35,22.35,0,0,#N/A N/A,35.14,-0.1
1/30/1930,22.47,22.47,22.47,22.47,0,0,#N/A N/A,33.88,0.34
1/31/1930,22.79,22.79,22.79,22.79,0,0,#N/A N/A,33.82,2.68
2/3/1930,22.74,22.74,22.74,22.74,0,0,#N/A N/A,34.13,#N/A N/A
2/4/1930,23.01,23.01,23.01,23.01,0,0,#N/A N/A,34.34,-1.26
2/5/1930,23.31,23.31,23.31,23.31,0,0,#N/A N/A,34.15,0.24
2/6/1930,23.06,23.06,23.06,23.06,0,0,#N/A N/A,32.9,1.27
2/7/1930,22.97,22.97,22.97,22.97,0,0,#N/A N/A,32.85,-0.88
2/10/1930,23.12,23.12,23.12,23.12,0,0,#N/A N/A,32.86,-0.09
2/11/1930,23.32,23.32,23.32,23.32,0,0,#N/A N/A,32.53,1.55
2/13/1930,23.36,23.36,23.36,23.36,0,0,#N/A N/A,31.93,-0.32
2/14/1930,23.35,23.35,23.35,23.35,0,0,#N/A N/A,30.24,-0.14
2/17/1930,23.26,23.26,23.26,23.26,0,0,#N/A N/A,29.65,0.19
2/18/1930,23.28,23.28,23.28,23.28,0,0,#N/A N/A,29.59,0.42
2/19/1930,23.07,23.07,23.07,23.07,0,0,#N/A N/A,28.38,-0.69
2/20/1930,22.64,22.64,22.64,22.64,0,0,#N/A N/A,28.47,-0.88
2/21/1930,22.92,22.92,22.92,22.92,0,0,#N/A N/A,28.52,0.89
2/24/1930,22.68,22.68,22.68,22.68,0,0,#N/A N/A,28.51,0.51
2/25/1930,22.69,22.69,22.69,22.69,0,0,#N/A N/A,22.52,0.09
2/26/1930,23.11,23.11,23.11,23.11,0,0,#N/A N/A,21.37,0.97
2/27/1930,23.08,23.08,23.08,23.08,0,0,#N/A N/A,20.78,0.92
2/28/1930,23.28,23.28,23.28,23.28,0,0,#N/A N/A,20.66,0.77
3/3/1930,23.36,23.36,23.36,23.36,0,0,#N/A N/A,20.61,-0.5
3/4/1930,23.54,23.54,23.54,23.54,0,0,#N/A N/A,18.71,1.13
3/5/1930,23.36,23.36,23.36,23.36,0,0,#N/A N/A,14.63,0.54
3/6/1930,23.59,23.59,23.59,23.59,0,0,#N/A N/A,14.97,1.42
3/7/1930,23.59,23.59,23.59,23.59,0,0,#N/A N/A,15.09,-0.22
3/10/1930,23.67,23.67,23.67,23.67,0,0,#N/A N/A,14.2,1.19
3/11/1930,23.72,23.72,23.72,23.72,0,0,#N/A N/A,14.22,1.3
3/12/1930,23.46,23.46,23.46,23.46,0,0,#N/A N/A,14.85,-1.07
3/13/1930,23.6,23.6,23.6,23.6,0,0,#N/A N/A,15.03,-0.39
3/14/1930,23.45,23.45,23.45,23.45,0,0,#N/A N/A,13.2,0.65
3/17/1930,23.67,23.67,23.67,23.67,0,0,#N/A N/A,12.38,0.87
3/18/1930,23.9,23.9,23.9,23.9,0,0,#N/A N/A,12.38,#N/A N/A
3/19/1930,24.03,24.03,24.03,24.03,0,0,#N/A N/A,12.39,0.17
3/20/1930,24.14,24.14,24.14,24.14,0,0,#N/A N/A,12.09,-0.04
3/21/1930,24.29,24.29,24.29,24.29,0,0,#N/A N/A,11.71,-0.39
3/24/1930,24.28,24.28,24.28,24.28,0,0,#N/A N/A,11.66,0.09
3/25/1930,24.25,24.25,24.25,24.25,0,0,#N/A N/A,11.58,-0.9
3/26/1930,24.62,24.62,24.62,24.62,0,0,#N/A N/A,13.16,-1.86
3/27/1930,24.57,24.57,24.57,24.57,0,0,#N/A N/A,13.5,1.24
3/28/1930,24.85,24.85,24.85,24.85,0,0,#N/A N/A,14.05,-1.05
3/31/1930,25.14,25.14,25.14,25.14,0,0,#N/A N/A,14.04,0.04
4/1/1930,25.37,25.37,25.37,25.37,0,0,#N/A N/A,14.64,1.85
4/2/1930,25.11,25.11,25.11,25.11,0,0,#N/A N/A,14.25,-0.13
4/3/1930,25.16,25.16,25.16,25.16,0,0,#N/A N/A,14.24,0.87
4/4/1930,25.54,25.54,25.54,25.54,0,0,#N/A N/A,14.22,0.34
4/7/1930,25.6,25.6,25.6,25.6,0,0,#N/A N/A,14.29,0.77
4/8/1930,25.46,25.46,25.46,25.46,0,0,#N/A N/A,14.49,-0.76
4/9/1930,25.87,25.87,25.87,25.87,0,0,#N/A N/A,14.52,0.98
4/10/1930,25.92,25.92,25.92,25.92,0,0,#N/A N/A,14.44,0
4/11/1930,25.84,25.84,25.84,25.84,0,0,#N/A N/A,14.27,0.34
4/14/1930,25.73,25.73,25.73,25.73,0,0,#N/A N/A,13.99,0.21
4/15/1930,25.74,25.74,25.74,25.74,0,0,#N/A N/A,14.51,-1.1
4/16/1930,25.56,25.56,25.56,25.56,0,0,#N/A N/A,14.03,0.6
4/17/1930,25.75,25.75,25.75,25.75,0,0,#N/A N/A,14.19,-0.64
4/21/1930,25.29,25.29,25.29,25.29,0,0,#N/A N/A,14.03,0.94
4/22/1930,25.5,25.5,25.5,25.5,0,0,#N/A N/A,13.79,0.97
4/23/1930,25.55,25.55,25.55,25.55,0,0,#N/A N/A,13.35,0.54
4/24/1930,25.35,25.35,25.35,25.35,0,0,#N/A N/A,13.27,0.46
4/25/1930,25.32,25.32,25.32,25.32,0,0,#N/A N/A,13.26,0.62
4/28/1930,24.76,24.76,24.76,24.76,0,0,#N/A N/A,13.09,-0.04
4/29/1930,24.73,24.73,24.73,24.73,0,0,#N/A N/A,13.12,-0.12
4/30/1930,24.9,24.9,24.9,24.9,0,0,#N/A N/A,13.53,1.53
5/1/1930,24.3,24.3,24.3,24.3,0,0,#N/A N/A,13.56,-0.2
5/2/1930,23.57,23.57,23.57,23.57,0,0,#N/A N/A,13.74,1.14
5/5/1930,22.98,22.98,22.98,22.98,0,0,#N/A N/A,14.01,1.17
5/6/1930,23.76,23.76,23.76,23.76,0,0,#N/A N/A,13.65,0.91
5/7/1930,23.31,23.31,23.31,23.31,0,0,#N/A N/A,12.57,-1.02
5/8/1930,23.4,23.4,23.4,23.4,0,0,#N/A N/A,12.28,0.2
5/9/1930,23.69,23.69,23.69,23.69,0,0,#N/A N/A,12,1.51
5/12/1930,24.09,24.09,24.09,24.09,0,0,#N/A N/A,11.96,0.23
5/13/1930,24.42,24.42,24.42,24.42,0,0,#N/A N/A,11.45,-0.55
5/14/1930,24.57,24.57,24.57,24.57,0,0,#N/A N/A,11.96,1.61
5/15/1930,24.17,24.17,24.17,24.17,0,0,#N/A N/A,11.88,0.19
5/16/1930,24.28,24.28,24.28,24.28,0,0,#N/A N/A,12.06,-0.31
5/19/1930,23.75,23.75,23.75,23.75,0,0,#N/A N/A,12.2,-0.43
5/20/1930,23.86,23.86,23.86,23.86,0,0,#N/A N/A,11.77,0.04
5/21/1930,23.74,23.74,23.74,23.74,0,0,#N/A N/A,11.99,-0.7
5/22/1930,23.79,23.79,23.79,23.79,0,0,#N/A N/A,12.04,0.74
5/23/1930,24.03,24.03,24.03,24.03,0,0,#N/A N/A,12.26,#N/A N/A
5/26/1930,24.23,24.23,24.23,24.23,0,0,#N/A N/A,13.83,-1.79
5/27/1930,24.24,24.24,24.24,24.24,0,0,#N/A N/A,13.29,0.83
5/28/1930,24.38,24.38,24.38,24.38,0,0,#N/A N/A,13.25,0.2
5/29/1930,24.49,24.49,24.49,24.49,0,0,#N/A N/A,13.36,-0.78
6/2/1930,24.4,24.4,24.4,24.4,0,0,#N/A N/A,13.25,-0.12
6/3/1930,24.18,24.18,24.18,24.18,0,0,#N/A N/A,15.03,-2.21
6/4/1930,24.29,24.29,24.29,24.29,0,0,#N/A N/A,14.99,-0.12
6/5/1930,23.91,23.91,23.91,23.91,0,0,#N/A N/A,15.06,0.69
6/6/1930,23.52,23.52,23.52,23.52,0,0,#N/A N/A,16.84,-2.41
6/9/1930,22.38,22.38,22.38,22.38,0,0,#N/A N/A,19.24,-3
6/10/1930,23.01,23.01,23.01,23.01,0,0,#N/A N/A,20.62,-2.5
6/11/1930,22.2,22.2,22.2,22.2,0,0,#N/A N/A,22.71,3.39
6/12/1930,22.13,22.13,22.13,22.13,0,0,#N/A N/A,23.36,-1.89
6/13/1930,22.26,22.26,22.26,22.26,0,0,#N/A N/A,23.06,0.39
6/16/1930,20.56,20.56,20.56,20.56,0,0,#N/A N/A,23.1,1.24
6/17/1930,20.58,20.58,20.58,20.58,0,0,#N/A N/A,23.57,1.69
6/18/1930,19.86,19.86,19.86,19.86,0,0,#N/A N/A,23.87,1.37
6/19/1930,20.79,20.79,20.79,20.79,0,0,#N/A N/A,23.95,0.61
6/20/1930,20.25,20.25,20.25,20.25,0,0,#N/A N/A,23.86,-1.63
6/23/1930,20.09,20.09,20.09,20.09,0,0,#N/A N/A,23.91,0.46
6/24/1930,19.39,19.39,19.39,19.39,0,0,#N/A N/A,24.67,-2.18
6/25/1930,19.54,19.54,19.54,19.54,0,0,#N/A N/A,24.09,0.46
6/26/1930,20,20,20,20,0,0,#N/A N/A,24.05,-0.5
6/27/1930,19.81,19.81,19.81,19.81,0,0,#N/A N/A,24.1,0.21
